id,director
200863,"['Sergio Grieco-32495', 'Alberto De Martino-101108']"
98223,['Sergio Grieco-32495']
108256,['Leo McCarey-30008']
279828,['Rodrigo García-77162']
72585,['Saul Bass-19460']
26121,['Roy Ward Baker-26134']
199556,['Brian Trenchard-Smith-84981']
284536,['Rupert Wyatt-77357']
249170,['Todd Douglas Miller-1323992']
85236,['Sutton Roley-95148']
261823,['Adam Rapp-585272']
297556,['Ethan Spaulding-204553']
179267,['Steve Stark-1039179']
118640,['Samuli Valkama-1068143']
61095,['William Dieterle-49214']
72471,['André De Toth-81799']
66967,['Roger Vadim-53767']
51548,['Diego Lerman-145022']
62670,['Glenn Chaika-150047']
207475,['Israel Luna-1041591']
232462,['Alex Wright-116930']
115111,['Vincent Sherman-19528']
111307,['Alfred E. Green-97774']
95019,['Carlo Lizzani-122016']
59178,['Dave Unwin-228956']
149150,['Kira Muratova-257628']
51800,['Eduardo Schuldt-1045855']
105551,['Mitchell Leisen-108914']
60949,"['Jiří Barta-232022', 'Vivian Schilling-234753']"
91796,['J. Lee Thompson-18669']
92371,['John Eyres-100369']
74457,['Mario Van Peebles-16214']
247447,['Mohammad-Ali Talebi-1142661']
76483,['Lloyd Corrigan-34497']
111910,['Sidney Lumet-39996']
38427,['Delbert Mann-67451']
145691,['Roy Rowland-46307']
143146,['Mickey Keating-1118348']
140509,['Yoshihiro Nakamura-71640']
149465,['Sergey Bondarchuk-38131']
212455,['Darin Scott-57777']
169541,['Jim Kouf-21155']
82970,['Fred Allen-105461']
78265,['Felix Feist-338048']
52864,['William Keighley-67426']
61950,['John Irvin-17784']
141319,['Oz Scott-109095']
111477,['Michael Curtiz-4109']
26497,"['Holger Tappe-66942', 'Reinhard Klooss-57035']"
59075,['Michael Berz-228794']
46651,['Guel Arraes-102560']
21409,['Carlos Sorin-87510']
51227,['David Butler-76381']
142254,['George Sidney-21506']
110671,['Martin Ritt-18854']
95359,['Robert Wise-1744']
47256,['Max Nosseck-51607']
102295,['John Sturges-14520']
184129,['Ray Enright-34751']
44998,['Ryan Piers Williams-131885']
87909,['Ronald F. Maxwell-66088']
58526,['Ettore Scola-31894']
61151,['James V. Kern-153245']
19525,['Richard Whorf-30270']
200862,['George Stevens-18738']
43793,['George B. Seitz-89749']
178337,['Reinhold Schünzel-4344']
51832,['Avi Nesher-95550']
44789,['Dick Lowry-33880']
79308,['Edward Buzzell-77101']
77716,['Simon Wincer-18254']
95012,['Gordon Douglas-51677']
29113,['Michael Gordon-123401']
61852,['Claude Zidi-11201']
94831,['Lloyd Bacon-21305']
43016,['John Guillermin-6778']
86709,['Ernest R. Dickerson-15521']
102526,['Richard Thorpe-70862']
238206,[]
161967,['Earl Duvall-1023710']
289318,['Pavel Klushantsev-240370']
229526,['Marty Thomas-1018474']
10151,['Samir-64004']
178103,['John Ford-8500']
95137,['W.S. Van Dyke-32427']
200574,"[""Harry d'Abbadie d'Arrast-1147553""]"
94092,['Delmer Daves-76981']
104259,"['Johnnie To-25236', 'Tsui Hark-26760', 'Andrew Kam Yeung-Wa-1045535']"
63691,['André Téchiné-96627']
6163,['Paul Breuls-48309']
38395,['Roy Rowland-46307']
154093,['André De Toth-81799']
39220,['Frederick de Cordova-43816']
72901,['William Asher-95526']
58936,['Christopher Cain-56828']
149467,['Sergey Bondarchuk-38131']
40252,['Peter Svatek-147792']
16926,"['Stephen Bridgewater-81692', 'David S. Cass Sr.-81693']"
13017,"['Howard E. Baker-74099', 'Arish Fyzee-74100']"
251783,['Zalman King-42113']
187263,['Enrico Clerico Nasino-1169248']
207636,['George W. Hill-29963']
35692,['Tay Garnett-74878']
6984,['Brian De Palma-1150']
60977,['Marty Callner-80172']
123354,['Philip Leacock-40184']
84211,[]
29116,['Jack Gage-103065']
43395,['Roy Rowland-46307']
38469,['Terry O. Morse-29321']
104711,['Hermine Huntgeburth-51634']
84337,"['Raoul Walsh-8823', 'Philip Dunne-116326']"
121667,"['Maiken Baird-970194', 'Michelle Major-1159846']"
131045,['Mikhail Romm-1190262']
28490,['Stuart Heisler-81285']
72160,['Gordon Douglas-51677']
105059,['Richard Thorpe-70862']
26714,['Mervyn LeRoy-9054']
113219,['William Shatner-1748']
52857,['Peter Glenville-86659']
74877,['Yaniv Raz-175626']
147371,['Sergey Bondarchuk-38131']
73120,['Robert Collector-26977']
203264,['Alex Merkin-91614']
108181,"['Edward Nassour-1054730', 'Ismael Rodríguez-97967']"
27978,['Robert Stevenson-5834']
42752,['Chester Erskine-50765']
17129,['Yoshio Inoue-81275']
47312,['Lewis Gilbert-10076']
180891,['Kiyoshi Kurosawa-26882']
152130,['Andrew C. Erin-87776']
91737,['Gordon Parks-6558']
62188,['William A. Wellman-14643']
50926,['Irving Pichel-20370']
98549,['Tanner Beard-1018660']
39042,['Brooks Branch-969063']
126031,['Alan Gibson-46997']
46190,['Roy Rowland-46307']
33843,['Paul Wendkos-73150']
112885,['Dorothy Arzner-108983']
52323,"['Noah Miller-145795', 'Logan Miller-1140272']"
75799,['John Huston-6593']
37053,['Hideo Gosha-125085']
174340,['Marina Zenovich-938835']
37294,['Sidney Lanfield-97017']
68191,['Richard Thorpe-70862']
37408,['Harry Horner-14878']
36631,['John Guillermin-6778']
43625,['Paul Marcus-129694']
15898,['Howard Baker-176856']
188357,['Stefano Milla-237089']
55762,['David Wickes-91666']
82181,['Nathan H. Juran-44878']
33002,"['Luke Meyer-79680', 'Andrew Neel-79683']"
138699,['Mark Robson-19457']
24084,['Bruce Beresford-5696']
40468,['Eric Karson-57665']
44974,['Claudia Myers-131846']
75033,['Darrell James Roodt-16730']
2199,['Michael Fischa-100645']
122083,['Xavier Giannoli-113855']
34945,['Jean Negulesco-19606']
70422,['Radley Metzger-104178']
5601,['Alain Jessua-30632']
104729,['John A. Russo-64831']
77118,[]
70916,['Tsui Hark-26760']
56412,['Chris Eyre-1232592']
38556,['Richard Fleischer-2087']
11719,['Enzo Barboni-56033']
63706,['Tripp Reed-61549']
85768,['Juan Felipe Orozco-1023526']
31362,['Dick Lowry-33880']
31919,['Sam Grossman-559314']
214181,['Claudia Weill-167687']
71357,['Marshall Brickman-10439']
44697,['Antonio Margheriti-5561']
44989,['Gabriel Medina-237955']
208495,['Bryan Ramirez-1149660']
92635,['David DeCoteau-97618']
71511,['Andrew Cymek-122366']
46869,['Vic Sarin-87121']
75012,['Rudolph Maté-11593']
37123,['Raoul Walsh-8823']
24002,['Richard Sale-95262']
23200,['James D. Deck-146605']
84727,"['Kiefer Sutherland-2628', 'Alan Smithee-55948']"
56596,['Johan Kling-93382']
173299,['Anthony Michael Hall-1904']
83802,['Chuck Barris-39991']
46193,['John Farrow-50300']
121230,['Stuart Gilmore-30259']
67375,['Irving Cummings-129422']
72984,['Len Talan-253696']
18571,['Robert Townsend-68750']
52355,['William A. Seiter-108987']
113175,['Michael Kennedy-178093']
93263,['Peter Medak-21377']
26888,['Jeffrey Kusama-Hinte-65613']
49733,['Claire McCarthy-142687']
43365,['Henry Koster-33064']
42754,['Samad Davis-945367']
67328,['Dustin Rikert-548599']
77845,['Ken Sanzel-70278']
68744,['John Raffo-65104']
39166,"['Åsa Faringer-572523', 'Ulf Hultberg-287526']"
78028,['Franklin J. Schaffner-13265']
139367,['James Chankin-1034663']
46562,['Tiller Russell-1035379']
99377,['Jerry Lewis-3663']
28284,['Delmer Daves-76981']
36634,['John Sturges-14520']
44023,['Robert Asher-76380']
188507,['Sean McNamara-129952']
67521,['Richard Brooks-3632']
27966,['Lewis Seiler-84641']
71200,['George Erschbamer-45427']
147618,['Allan Dwan-93905']
42128,['Herbert Ross-18378']
84508,['Nobuo Nakagawa-239551']
102195,['Gordon Douglas-51677']
80200,['Phillip J. Roth-131184']
61855,['Harold F. Kress-7510']
82243,['Raja Nawathe-624980']
108716,['Jonathan Kaplan-42171']
94881,['Robert Z. Leonard-93906']
50117,['John Huston-6593']
47638,['Tom Rickman-51627']
47437,['Olivier Dahan-16919']
83579,['Douglas Hickox-100979']
61613,"[""Robert O'Hara-233398""]"
38472,['Howard Bretherton-120796']
37306,['Kevin VanHook-126824']
103938,"['Howard Hawks-11435', 'Richard Rosson-226631']"
78504,['Lance Kawas-109905']
45599,['Gene Kelly-13294']
24683,['Patricia Harrington-147422']
60965,['John Stecenko-232032']
120522,['Delbert Mann-67451']
23525,['Jack Webb-8634']
105406,['George Sidney-21506']
72455,['Earl Bellamy-55456']
46580,['Karl Malden-9857']
56860,['Brian McNamara-27238']
14053,['Richard Martin-87767']
81724,['Mario Zampi-142936']
175065,['Andrew L. Stone-40054']
127614,['Maarit Lalli-1085159']
167956,"['David Muñoz-237952', 'Adrián Cardona-1046587']"
253266,"['Luis Lopez-952528', 'J. Clay Tweel-1039404']"
233487,['Paul Tanter-109583']
180644,['Alfredo Soderguit-1163138']
302828,['Brian Falk-1385213']
281298,['Cho Beom-gu-934324']
61237,['Tonino Valerii-57639']
38346,['Wallace Fox-89692']
54288,['Maurice Tourneur-98043']
33272,['Kriv Stenders-110427']
92798,['Robert Parrish-8514']
166085,['Roger Gual-981313']
290802,['André Singer-54901']
171019,['Joseph M. Newman-12327']
215924,['Claudia Sainte-Luce-1200528']
279979,['Larry Peerce-51373']
171908,"['Herbert B. Leonard-153772', 'Joshua Shelley-1217165']"
92796,"['Orson Welles-40', 'Gregory Ratoff-10610']"
45577,"['David Eady-133235', ""George More O'Ferrall-126126"", 'Wendy Toye-133236']"
140032,['Orson Welles-40']
58655,['Jacques Tati-5763']
85637,['Les Blank-142594']
299104,['Keisuke Kinoshita-587603']
218233,['Keisuke Kinoshita-587603']
168300,['Keisuke Kinoshita-587603']
168994,['Keisuke Kinoshita-587603']
130241,['Keisuke Kinoshita-587603']
112244,['Keisuke Kinoshita-587603']
219233,['Keisuke Kinoshita-587603']
105470,['Keisuke Kinoshita-587603']
168295,['Keisuke Kinoshita-587603']
49308,['Yasujirō Ozu-95501']
159000,"['Tia Lessin-408353', 'Carl Deal-447616']"
309049,['Sacha Bennett-107039']
318359,['Giuseppe Andrews-4133']
266880,['Adam Rifkin-50583']
155605,['Masaki Kobayashi-76978']
91929,"['Antonio Manetti-129627', 'Marco Manetti-129628']"
142724,['Tsai Ming-liang-71174']
161880,['Rudolf Ising-112994']
64528,['Silvio Amadio-239315']
204800,"['Leslie H. Martinson-27728', 'Aram Avakian-239412']"
29416,['Al Adamson-30678']
260848,['Marcello Aliprandi-589580']
141262,['Marcello Andrei-1138999']
244580,['Jeff Preiss-1075514']
242675,['Christopher Wilcha-210161']
43721,['James Kent-211659']
286875,['Robert Connolly-75725']
45441,['SABU-58614']
105133,['SABU-58614']
95853,['SABU-58614']
22901,['Justin Kerrigan-68281']
21988,['Pat Holden-88323']
89056,['Carlo Ausino-1075451']
86472,['Camillo Bazzoni-236755']
188180,['Mikko Kuparinen-1113223']
256196,['D.M.W. Greer-1293972']
261830,"['Peter Strickland-583857', 'Nick Fenton-967482']"
221148,['Jerry Hopper-116986']
42779,['Norman Tokar-83413']
149690,['Burt Kennedy-18579']
82178,"['Alexander Hall-99667', 'George Somnes-1142378']"
55321,['Boris Sagal-68682']
114626,"['Juan Bustillo Oro-974548', 'Fernando de Fuentes-1040029']"
166883,['Jacques Feyder-109342']
82185,"['Billy Wilder-3146', 'Alexandre Esway-593147']"
130881,['Michael Powell-68424']
48798,['Lorraine Bracco-11478']
104638,['Álvaro Sáenz de Heredia-533375']
135696,"['Enrique López Lavigne-17603', 'Juan Cavestany-225020']"
59722,"['Trey Stokes-1339313', 'Travis Fort-1362796']"
131932,['Javier Cárdenas-1093950']
48635,['Chema de la Peña-140853']
194407,['Sidney Lanfield-97017']
75770,['Michael Curtiz-4109']
148617,['Archie Mayo-81165']
72400,['Julien Duvivier-39058']
36879,['Luigi Batzella-102063']
177902,['David Butler-76381']
39991,['Lamberto Bava-44955']
130882,['Michael Powell-68424']
53931,['Earl Bellamy-55456']
51780,['Rolfe Kanefsky-63772']
283536,['Hal Hartley-91343']
252637,['Tony Okun-1590544']
131503,['Saara Cantell-1015967']
203321,['John McKay-110169']
210860,['David Koepp-508']
216015,['Sam Taylor-Johnson-1137903']
305932,['Alex Goyette-1389033']
142208,['Todd Kellstein-1116485']
196255,['Janicza Bravo-1176379']
48522,['Steffen Schäffler-1203284']
53215,['Dony Permedi-550479']
281615,[]
48730,['David Barnard-84551']
72205,['Yuriy Norshteyn-550476']
46240,['Dave Fleischer-143463']
90781,['Frédéric Back-142449']
56275,['Duncan Skiles-101812']
215657,['Ryan Larkin-148321']
190946,['Harmony Korine-51918']
171292,['John Llewellyn Moxey-107331']
54505,"['Laurence Merrick-1043175', 'Robert Hendrickson-1173714']"
188392,['Seymour Kneitel-89755']
67866,['William A. Graham-83467']
24251,"['Larry Leichliter-124563', 'Bill Melendez-94011']"
261144,['Michael A. Simpson-101109']
195617,['Harold L. Muller-1067966']
76162,[]
209209,['Lars von Trier-42']
37556,['Larry Leichliter-124563']
205818,['Janicza Bravo-1176379']
15718,['Phil Roman-78615']
23998,['Bill Melendez-94011']
27850,['Duwayne Dunham-6592']
34205,['Mary Lambert-56263']
34560,['Mark A.Z. Dippé-87130']
59354,"['Stephen Quay-124237', 'Timothy Quay-124238']"
105168,['George Albert Smith-1037661']
44666,['Veit Helmer-52542']
67699,['Jack Hannah-139539']
48841,['Marc Daniels-141194']
2186,['Sam Raimi-7623']
154622,['Chuck Workman-1025748']
43658,['Mark Whiting-1759722']
52458,['Ralph Bakshi-16384']
234377,['Irv Spector-1093241']
44342,['Georges Méliès-11523']
52207,"['Gerard Baldwin-1198894', 'Barrington Bunce-1262715']"
123283,[]
197592,['Buzz Kulik-40402']
238090,['Paul Wendkos-73150']
81294,['Max Fleischer-606084']
53214,['Patrick Hughes-143059']
84805,['Hal Sutherland-176063']
140149,['Michael Dougherty-11012']
84617,"['Chuck Jones-100888', 'Maurice Noble-179923']"
157723,['Mark Farrell-179496']
13535,['Chris Cunningham-210110']
57622,['Harmony Korine-51918']
129363,"['Jean-Marie Straub-935136', 'Danièle Huillet-935137']"
261274,['Lars von Trier-42']
71145,[]
80142,['Claude Cloutier-588882']
161885,['Dave Fleischer-143463']
187993,"['Dick Huemer-69134', 'Sid Marcus-1054825']"
44874,['William Lau-80948']
192367,['Bruce Bilson-151502']
52035,"['Christy Cabanne-90375', 'John Emerson-254114']"
162864,['David Lynch-5602']
109477,"['David Muñoz-237952', 'Rafa Dengrá-1046586', 'Adrián Cardona-1046587']"
73714,['Koji Yamamura-932609']
61080,['Jack Hannah-139539']
110760,"['Stephen Quay-124237', 'Timothy Quay-124238']"
205651,['Arthur Davis-573540']
91138,['Kurt Voss-21404']
21714,['Mark Borchardt-87794']
59358,"['Timothy Quay-124238', 'Stephen Quay-124237']"
221234,['Rein Raamat-1084403']
67460,[]
48273,"['David Fine-1191229', 'Alison Snowden-1191230']"
83746,['Chuck Jones-100888']
141754,['Takena Nagao-1207655']
38580,['Roger Allers-15812']
77022,['Walt Disney-2106']
137014,['Spike Jonze-5953']
167938,['Marc Didden-148764']
168202,['Igor Kovalyov-110873']
241170,['Glen Kasper-1276304']
27618,['Richard Gale-32730']
60233,['David Steinberg-15452']
48874,['Joanna Romersa-145255']
36129,['Yuriy Norshteyn-550476']
53178,['Wilfred Jackson-11434']
53543,['Barry Bruce-1245933']
104062,['Rúnar Rúnarsson-586285']
93904,['Harmony Korine-51918']
36003,[]
190352,['Robert F. McGowan-103926']
69168,['Jonathan Stern-1252234']
58587,['Jacobo Rispa-945167']
29286,['Albert S. Rogell-89751']
16048,['Jessica Nilsson-45785']
52216,['Michel Lang-554817']
52304,['Dick Lowry-33880']
56499,['Christian-Jaque-48995']
253686,['Catherine Castel-81748']
78278,['Jeanne Labrune-51967']
64850,['Pierre-Paul Renders-87690']
20921,['Hideaki Anno-77921']
45221,['Dominique Farrugia-27221']
72174,['Jason Bourque-88040']
74192,['Manuel Gómez Pereira-108499']
159704,['Lamberto Bava-44955']
201561,['Paul Cox-939275']
130677,['Andrew Neel-79683']
72917,['François Armanet-567561']
76198,['Claude Pinoteau-1961']
37688,[]
71623,['Axel Corti-23741']
266723,['Felipe Braga-1313766']
13734,['Marc Esposito-144257']
269714,['Eric Barbier-563586']
76642,['Gilles Grangier-33781']
20220,['Philippe de Broca-34613']
31985,['Don E. FauntLeRoy-56353']
64357,['Gérard Jugnot-21171']
77280,['Pascal Thomas-146717']
271327,['Nadia Tass-15672']
79051,['José Luis Garci-103511']
157787,['Arnauld Mercadier-1073097']
55638,['R. Michael Givens-222831']
226363,['M.J. Delaney-1211738']
253851,['Ramin Niami-1150813']
44349,['Ian Barry-152510']
201859,['Harvey Frost-142960']
33489,['Claude Lelouch-16862']
54052,['Frank Rainone-232219']
63180,['Dwain Esper-89779']
105114,['Roberto Bianchi Montero-46543']
260884,['Mauro Bolognini-227520']
60009,['Timothy Bond-29287']
76155,['Jean-Paul Lilienfeld-82289']
67443,['Julien Duvivier-39058']
269070,['Rolf Hädrich-931125']
192588,['Frank Wisbar-103907']
82237,['Arthur Greville Collins-1127087']
145075,['Abbas Kiarostami-119294']
83816,['Alfred Santell-89683']
131457,['Frank Borzage-14855']
26504,['Paolo Cavara-100336']
56557,['Frank Lloyd-72061']
74208,['Theodore Reed-13851']
206377,['Walter Lang-80570']
132506,['Wesley Ruggles-21311']
92257,['Julien Duvivier-39058']
64442,['Christian-Jaque-48995']
180954,['Erich Pommer-67']
61523,['Clarence Brown-84034']
52437,['Wesley Ruggles-21311']
222870,['Andrew Stevens-21479']
83288,['Andrew Stevens-21479']
160194,['Andrew Stevens-21479']
119353,['Andrew Stevens-21479']
310589,"['Maria Kravchenko-1398297', 'Herz Frank-1203057']"
287504,['Juris Kursietis-1354376']
292396,['Jon Amiel-15148']
290555,['David Hayter-10995']
94563,['Terry Ingram-110468']
63348,['David A.R. White-116431']
156277,['Michael Polish-41887']
229559,['Jorge Torregrossa-1052217']
127770,['Gabriel Sabloff-1011901']
13924,['Alvy Ray Smith-126639']
80012,['Bryan Goeres-88026']
117963,['Jennifer Lebeau-1066344']
229194,['Álex Pina-82725']
152113,"['Yann Arthus-Bertrand-66150', 'Michael Pitiot-1132460']"
116554,['Adrian Shergold-84737']
253287,"['Simon Helberg-53863', 'Jocelyn Towne-206811']"
250066,['Sarik Andreasyan-232858']
102534,['Zaida Bergroth-124856']
248231,['Daniel Grou-123186']
321130,"['Lidiya Ishimbaeva-1418611', 'Boris Nirenburg-1418612']"
258049,"['Fernando Larruquert-1298723', 'Néstor Basterretxea-1298724']"
189197,"['Graham Yost-21206', 'Carl Franklin-21712', 'David Nutter-33316', 'Tim Van Patten-44797', 'Jeremy Podeswa-88391', 'Tony To-166291']"
73922,['Konstantin Lopushanskiy-88782']
74695,['Aleksandr Gintsburg-1369327']
72809,['Vasili Zhuravlyov-271099']
224293,['Heather M. Winters-57510']
302429,['Gary Rydstrom-2216']
123235,['Sophie Lellouche-1077548']
94820,"['Martin Clapp-1003235', 'Geoff Lindsey-1003236', 'Dorota Kobiela-1003237']"
94904,"['Laurent Cantet-17386', 'Benicio del Toro-1121', 'Julio Médem-16435', 'Gaspar Noé-14597', 'Elia Suleiman-131685', 'Juan Carlos Tabío-72647', 'Pablo Trapero-56210']"
272693,['Ari Sandel-991868']
128876,"['Ronnie Thompson-1088094', 'James Nunn-1088096']"
281230,"['Michael Worth-84769', 'Kate Connor-105363']"
297544,['Emile Edwin Smith-1282041']
56233,['Mario Monicelli-32375']
239030,['Jakob Lass-1285455']
280002,['Casey La Scala-57048']
93556,['Dusty Bias-999909']
193650,['Bruno Bianchi-111508']
277355,['Joe Lynch-84335']
89247,"['Joan Espinach-938636', 'Ricardo Ramón-938637']"
285135,['W.D. Hogan-1187609']
63616,['Jaime Chávarri-37613']
121828,['Takeshi Kitano-3317']
46897,[]
269576,['Srđan Dragojević-213379']
73065,['Aldo Lado-41092']
35646,[]
133764,['Kristina Buozyte-995521']
32088,['George Roy Hill-9577']
276844,['Josh Lawson-189230']
136619,"[""Enzo D'Alò-147001""]"
21013,"['Mats Lindberg-1312967', 'Carl Åstrand-1312968']"
32649,['Henrik Georgsson-212825']
44552,"['Pontus Klänge-1081835', 'Jonathan Metzger-1081836']"
12609,"['Stefan Fjeldmark-58268', 'Michael Hegner-73094', 'Greg Manwaring-73095']"
27119,['Ella Lemhagen-79272']
286805,['L. Gabriel Gonda-1646354']
36674,['Tomas Alfredson-74396']
77331,"['Måns Herngren-88792', 'Hannes Holm-556711']"
30149,['Stephan Apelgren-81210']
27599,['Johanna Hald-98319']
27600,['Johanna Hald-98319']
35927,['Alan Bunce-1686489']
30576,['Olle Hellbom-55006']
135337,['Mai Zetterling-55156']
92690,['Cesare Canevari-101191']
28573,['Cesare Canevari-101191']
29167,"['Michele Massimo Tarantini-38595', 'Giuliano Carnimeo-103111']"
267268,['Henry Bedwell-1314787']
83897,['Sandro Aguilar-876106']
214251,['Albert Serra-932161']
266034,['Mathieu Amalric-8789']
160160,['Denis Côté-236421']
72985,['Brillante Mendoza-56213']
211579,['Hong Sang-soo-150975']
97762,['Ben Rivers-932613']
211722,"['Ben Rivers-932613', 'Ben Russell-1070225']"
128120,"['João Pedro Rodrigues-73752', 'João Rui Guerra da Mata-1086400']"
214069,['Corneliu Porumboiu-109293']
54598,['Michael Tully-150956']
285463,['Martin Rejtman-1082091']
60120,['Sergio Caballero-1188433']
253377,['Sergio Caballero-1188433']
139808,['Cesc Gay-73693']
25251,['Jacques Deray-40235']
204384,['Frauke Finsterwalder-1186770']
40417,['Olivier Marchal-52342']
74608,['Karl Golden-460317']
63112,['Paolo Cavara-100336']
97313,['Gower Champion-118222']
96306,['Fabiomassimo Lozzi-1008539']
200547,['Herz Frank-1203057']
217708,['Benedikt Erlingsson-42092']
9948,['Jim Kammerud-60725']
293461,['Antti Haase-1365248']
12575,['Rainer Kaufmann-49625']
41571,['Guy Maddin-97579']
317384,['Bruno Dumont-95901']
81981,['Hasse Ekman-145691']
80337,"['Paul Mariano-885470', 'Kurt Norton-928282']"
85642,['Les Blank-142594']
8779,['Karel Zeman-53859']
163366,['Les Blank-142594']
39064,['Joko Anwar-121798']
28770,['Terence Fisher-29662']
137008,['James Benning-1012088']
118497,['Karel Kachyňa-588925']
162510,['Fernando Fernán Gómez-965']
250660,['Andrew Rossi-550669']
41213,['Karel Zeman-53859']
129129,['Bill Morrison-1038003']
190152,['Claude Friese-Greene-890566']
217268,['J.B.L. Noel-1201869']
85658,['Les Blank-142594']
122479,"['Alexander Hammid-96814', 'Maya Deren-96813']"
290739,['Julian T. Pinder-1156778']
128831,['Chris Marker-9956']
248921,['Ivan Mykolaichuk-96209']
49957,['Murray Siple-143100']
163978,['Nick Sherman-1169869']
25657,['Naoko Ogigami-94050']
96574,['Corinna Belz-240637']
257537,['Laila Pakalnina-1086269']
56691,['Edith Carlmar-224715']
74711,['Karen Shakhnazarov-235417']
47448,['Erik Løchen-1032520']
102691,['Werner Herzog-6818']
205504,['Victor Sjöström-8741']
282009,['Victor Sjöström-8741']
206390,['Victor Sjöström-8741']
133643,['Victor Sjöström-8741']
116991,['Victor Sjöström-8741']
239123,['Andrea Kreuzhage-952078']
87506,['Henning Carlsen-213457']
217590,['Morten Skallerud-1202472']
257534,['Laila Pakalnina-1086269']
26805,['Henry Levin-39743']
62851,['Kinji Fukasaku-31074']
29470,['Felix E. Feist-103910']
30640,['Robert Stevenson-5834']
26925,['Nick Grinde-96608']
120850,['Benny Zenga-584011']
173484,['Josh Johnson-1156218']
4885,['Stanislav Govorukhin-39787']
199661,['Agnès Obadia-81818']
43716,['Virgil W. Vogel-12345']
83297,['Gakuryû Ishii-144014']
151136,['Laila Pakalnina-1086269']
166886,['Jānis Nords-1148528']
144331,['Aigars Grauba-1153617']
198782,['Witold Leszczynski-591296']
1871,['André Hunebelle-19639']
1870,['André Hunebelle-19639']
1875,['André Hunebelle-19639']
50401,['Roy William Neill-25165']
60769,[]
92,['Michael Glawogger-801']
20875,['Leonid Gayday-1190421']
100246,['Winsor McCay-1024165']
86823,['Koreyoshi Kurahara-82949']
48419,['Mitsuo Yanagimachi-140470']
150124,[]
162592,[]
56440,['Fernando León de Aranoa-15602']
265929,"['Sam Cullman-591400', 'Jennifer Grausman-1322669', 'Mark Becker-1322673']"
3485,['Jesús Franco-30956']
49183,['Jeremy Summers-152013']
72715,"['Nick Noe-1658495', 'Peter Glantz-1658496']"
85711,['Øystein Karlsen-932494']
195834,['Aigars Grauba-1153617']
136742,['Yevgeni Pashkevich-1311866']
98560,['Sean Ackerman-1018733']
84442,['Ivan Vyrypaev-1181874']
72478,['Jan Komasa-566109']
121749,['Juris Podnieks-1074824']
277688,['Richard Bates Jr.-1046489']
43754,['Mark Young-123586']
95010,['Michael Findlay-236380']
116437,['Juris Poškus-1107751']
227719,['Dean Israelite-1099862']
321594,['Louis C.K.-52849']
144183,['Jack Gold-70055']
47868,['Damon Thomas-146864']
167073,['John Crowley-77269']
295490,['Joe Swanberg-40863']
309298,['Jared Hess-53925']
249688,['James Ponsoldt-930710']
309299,['Michael Almereyda-54469']
291869,['Justin Kelly-1362819']
309581,['Charles Stone III-80215']
310119,['Rodrigo García-77162']
310121,['Brett Haley-932759']
310001,['Benson Lee-1046142']
309242,"['Ryan Fleck-53068', 'Anna Boden-53069']"
309245,['Noah Baumbach-5656']
309503,['Mora Stephens-1004172']
232572,['Ken Kwapis-29009']
245706,['Rupert Goold-150098']
253406,"['Shari Springer Berman-72205', 'Robert Pulcini-72206']"
288036,['Leslye Headland-217587']
315882,['Brad Besser-1103619']
319070,['Douglas Tirola-91186']
319075,['Brett Morgen-102109']
319091,['Kirby Dick-112588']
319071,['Sacha Jenkins-1414867']
318224,['Alex Gibney-71797']
224972,['Jennifer Siebel Newsom-101045']
319079,['Amy Berg-74060']
318225,"['Kristina Goolsby-1418960', 'Ashley York-1418963']"
319074,"['Tony Vainuku-1414870', 'Erika Cohn-1414871']"
319078,['Greg Whiteley-112002']
318044,['Liz Garbus-96199']
312813,['Mark Cousins-1061561']
275647,"['Mark Cousins-1061561', 'Mania Akbari-557854']"
227800,['Mark Cousins-1061561']
194537,['Mark Cousins-1061561']
116649,['Mark Cousins-1061561']
115553,['Mark Cousins-1061561']
283235,['Ramin Bahrani-45730']
125336,['Mark Cousins-1061561']
251321,['Claudia Llosa-101399']
283330,['Mia Hansen-Løve-222686']
266082,['Céline Sciamma-68813']
308457,['Jennifer Phang-586110']
217313,['Ivars Seleckis-1201926']
308453,['Bryan Buckley-1063377']
308638,"['Andrew Mogel-240376', 'Jarrad Paul-62763']"
250124,['Marielle Heller-177532']
308639,['Rick Famuyiwa-51866']
307946,['Adam Salky-108926']
308369,['Alfonso Gomez-Rejon-1224031']
308024,['Patrick Brice-1155547']
308027,['Jim Strouse-52413']
294132,['Andrew Bujalski-40864']
308640,['Chloé Zhao-1395183']
308032,['Kyle Patrick Alvarez-229482']
308361,['Nikole Beckwith-1394638']
306197,['Kris Swanberg-45423']
193687,['Craig Zobel-79434']
52286,['Claude Pinoteau-1961']
56036,['Mikkel Munch-Fals-223682']
161491,['Michael Noer-141884']
254721,['Dietrich Brüggemann-28523']
42316,"['Yves Hinant-1200018', 'Eric Cardot-1200019', 'Delphine Lehericey-1200020']"
226163,"['Filippo Macelloni-229115', 'Lorenzo Garzella-1211583']"
223202,['Paolo Zucca-1208697']
103758,['Matteo Garrone-63973']
57342,['Gabriele Salvatores-55916']
3168,['Salvatore Mereu-31008']
128508,['Salvatore Mereu-31008']
252063,[]
188765,['Hiner Saleem-225244']
68864,['Gérard Pirès-23945']
190876,['Sébastien Pilote-1024246']
309875,['Staffan Lindberg-106652']
318007,['Paul Magnus Lundø-90779']
256108,['Feo Aladag-40213']
